,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
106330,201203120023,2012,3,12,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,,"03/12/2012: An explosive device was found under a car in Belfast city, Belfast district, Northern Ireland, United Kingdom. The device was safely defused by police, and no group claimed responsibility for this incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Not Applicable,Vehicle,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,A pipe bomb placed under a car was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Families flee after explosive device found,"" Belfast Telegraph, March 13, 2012.",,,START Primary Collection,-9,-9,1,1,
106730,201204010019,2012,4,11,,0,,603,United Kingdom,8,Western Europe,England,Bristol,51.46141,-2.5926709999999997,1.0,0,,"04/11/2012: An assailant attacked a communications mast on Dundry Lane in Bristol city, South West region, England, United Kingdom. There were no injuries in the attack; however, television, radio, and mobile services were disrupted for approximately 80,000 residents. Police arrested one individual in connection with the attack. The Informal Anarchist Federation claimed responsibility for the incident in a post online.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,16,Telecommunication,,,Unknown,Communications Mast,216.0,Great Britain,,,,,,,,,,,,,,,,,Informal Anarchist Federation,,,,,,,0.0,,,0,1.0,1.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,A transmitter was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Bath transmitter is fixed after arson attack,"" BBC, January 3, 2013.","""Mast fire disrupts BBC Radio Bristol and Jack FM services,"" BBC, April 11, 2012.","""Man arrested over ""anarchist"" arson attacks on cars in St George, Bristol,"" Bristol Post, July 25, 2014.",START Primary Collection,1,1,1,1,
106836,201204060001,2012,4,6,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Newry,54.183052,-6.341387999999999,1.0,0,,"04/06/2012: An explosive device was discovered and safely defused in Newry city, County Down, Northern Ireland, United Kingdom. Authorities believed the device was meant to target police officers on the anniversary of the 1916 Easter Rising. No group claimed responsibility for this attack; however, sources suspected Oglaigh na hEireann.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officers,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Oglaigh na hEireann,,,,,,"The specific motive is unknown; however, local government sources speculated that the attack was an attempt to increase sectarian tensions near the 96th anniversary of the 1916 Easter Rising.  Sources also noted that the attack occurred on the 14th anniversary of the Good Friday agreement.",1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Irish   bomb defused,"" The Times (London), April 7, 2012.","""NEWRY BOMB murder bid,"" Sunday Life, April 8, 2012.","""Defused   dissident   bomb   a significant size, police reveal The Army bomb disposal team at the scene of the alert,"" Belfast Telegraph, April 7, 2012.",START Primary Collection,0,0,1,1,
106929,201204110009,2012,4,11,,0,,603,United Kingdom,8,Western Europe,England,Walsall,52.586052,-1.982977,1.0,0,,"04/11/2012: A grenade was discovered and safely defused outside a home in Walsall town, West Midlands county, England, United Kingdom. No group claimed responsibility for the incident.",0,1,1,1.0,2.0,Other Crime Type,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,House,216.0,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,There is doubt this incident meets terrorism-related criteria. Sources suspected that this attack may have been related to other criminal activity.,"""Homes evacuated after grenade found,"" Birmingham Evening Mail, April 12, 2012.",,,START Primary Collection,-9,-9,1,1,
106935,201204110020,2012,4,11,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,The incident occurred in the western part of Belfast,"04/11/2012: Assailants opened fire on a person in Twinbrook estate in Belfast city, Antrim district, Northern Ireland, United Kingdom. The target was injured in the attack. Oglaigh na hEireann claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Oglaigh na hEireann,,,,,,,0.0,,,0,-99.0,0.0,1.0,9.0,Other,,,,,,,,5,Firearms,4.0,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,A shotgun was used in the attack.,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Paramilitary-attack victim loses his leg,"" The Irish News, April 17, 2012.",,,START Primary Collection,0,0,1,1,
107023,201204150005,2012,4,15,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.011562,-7.3120449999999995,1.0,0,The incident occurred in the Shantallow area.,"04/15/2012: Assailants planted an explosive device underneath a civilian vehicle in Londonderry city, Derry district, Northern Ireland, United Kingdom. The car belonged to the parents of a police officer, and the device was safely defused by an Army bomb squad. No group claimed responsibility for this attack; however, sources indicated that the Real Irish Republican Army (RIRA) may have been involved.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Not Applicable,Vehicle,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Real Irish Republican Army (RIRA),,,,,,,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,A pipe bomb placed under a vehicle was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Bombers target N.Irish policeman's parents for second time,"" Reuters News, April 16, 2012.","""MAN HELD OVER OFFICER FAMILY ATTACK,"" Press Association National Newswire, May 21, 2012.","""Dissident republicans target policeman's elderly parents,"" The Irish News, April 17, 2012.",START Primary Collection,0,0,1,1,
107077,201204160014,2012,4,16,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.011562,-7.3120449999999995,1.0,0,The incident occurred in the Kinsale Park area.,"04/16/2012: Two explosive devices were thrown at the home of a Catholic family in Londonderry city, Derry district, Northern Ireland, United Kingdom. There were no reported casualties, but the house was damaged in the attack. No group claimed responsibility for the incident; however, sources attributed it to loyalists.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,69.0,Religion Identified,Not Applicable,Catholic Family,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Loyalists,,,,,,"The specific motive is unknown; however, the victim speculated that she was targeted because of her Catholic religion.",1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Two petrol bombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The home was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Loyalists blamed for spate of petrol bomb attacks in Waterside,"" Belfast Telegraph, April 21, 2012.",,,START Primary Collection,0,0,1,1,
107171,201204190051,2012,4,19,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.011562,-7.3120449999999995,1.0,0,The event occurred in the Kingsmere Gardens area.,"04/19/2012: Assailants threw an incendiary device at the home of a Catholic woman in Londonderry city, Derry district, Northern Ireland, United Kingdom. No casualties were reported, but the home sustained damages. No group claimed responsibility for the incident; however, sources suspect that loyalists may have been behind the attack.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,69.0,Religion Identified,Not Applicable,Catholic Woman,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Loyalists,,,,,,,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A petrol bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The home was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Loyalists blamed for spate of petrol bomb attacks in Waterside,"" Belfast Telegraph, April 21, 2012.",,,START Primary Collection,0,0,1,1,
107302,201204260002,2012,4,26,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Newry,54.183052,-6.341387999999999,1.0,1,,"04/26/2012: An explosives-laden van was discovered and defused by authorities near Newry city, Down district, Northern Ireland, United Kingdom. No group claimed responsibility for the device; however, authorities suspected Oglaigh na hEireann.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Patrol,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Oglaigh na hEireann,,,,,,,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,A van containing two barrels consisting of 300 pounds of explosive materials each and a detonator was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"This was one of two similar attacks in two days, both of which were either claimed by or attributed to Oglaigh na hEireann. The other attack is identified as 201204270022.","""N. Ireland bomb would have caused 'devastation': police,"" Agence France Presse, April 28, 2012.","""Northern Ireland police find huge unexploded bomb,"" CNN Wire, April 28, 2012.","""Bomb 'for police'; Bomb 'for police attack',"" The Sunday Times, April 29, 2012.",START Primary Collection,0,0,1,1,
107351,201204270022,2012,4,25,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,The incident occurred in the Ballygomartin area of Belfast.,"04/25/2012: An explosive device was planted inside of the car of a businessperson in Belfast city, Antrim district, Northern Ireland, United Kingdom. The device was discovered and defused on April 27, 2012. Oglaigh na hEireann claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Not Applicable,Businessperson,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Oglaigh na hEireann,,,,,,,0.0,,,0,-99.0,0.0,1.0,10.0,Unknown,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,A mercurytilt switch device containing Semtex was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"This was one of two similar attacks in two days, both of which were either claimed by or attributed to Oglaigh na hEireann. The other attack is identified as 201204260002.","""Two thwarted attacks prove dissidents are still a threat, says MLA,"" Belfast Telegraph, April 30, 2012.","""BUSINESSMAN THOUGHT BOMB WARNING WAS PRANK,"" Sunday Life, May 13, 2012.","""RENEGADE republican terrorists planned a weekend of murder and mayhem with two vehicle-  bomb attacks.,"" Sunday Life, April 29, 2012.",START Primary Collection,0,0,1,1,
107436,201204300034,2012,4,30,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Tullyally,54.97381800000001,-7.288049000000001,1.0,0,The incident occurred at Stevenson Park.,"04/30/2012: Assailants threw an incendiary device at a vehicle in Stevenson Park, Derry district, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for this incident.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,2.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A petrol bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Police plea in wake of petrol bombing,"" Belfast Telegraph, May 1, 2012.",,,START Primary Collection,-9,-9,1,1,
107526,201205030027,2012,5,3,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,The incident occurred in the northern part of the city.,"05/03/2012: A pipe bomb was discovered and defused on the grounds of the Ballysillan Presbyterian Church in Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Unknown,Church,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Pipe bomb found outside church in Northern Ireland,"" BNO News, May 3, 2012.",,,START Primary Collection,-9,-9,1,1,
108058,201205220027,2012,5,22,,0,,603,United Kingdom,8,Western Europe,England,Bristol,51.454177,-2.589057,1.0,0,,"05/22/2012: Assailants sabotaged railway signals in Bedminster neighborhood, Bristol city, South West England region, England, United Kingdom. No one was injured in the attack; however, cables were burned and damaged. In a statement on the internet, the Informal Anarchist Federation claimed responsibility and stated that the attack was designed to disrupt the travel of workers for the 'military-industrial complex,' the Ministry of Defense, and corporations in Bristol.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,Unknown,Railway Signalling Cables,216.0,Great Britain,,,,,,,,,,,,,,,,,Informal Anarchist Federation,,,,,,"In a statement on the Internet, the Informal Anarchist Federation stated that the attack was designed to disrupt the travel of workers for the 'military-industrial complex,' the Ministry of Defense, and corporations in Bristol.",0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The attack on the railway destroyed the signaling cable in two separate incidents of arson that caused extensive damage and long delays.,0.0,,,,,,,,,,,,,,,,,"""Anarchists claim they torched city rail signals; Group issues badly spelled 'guerrilla attack' statement,"" Bristol Evening Post, May 28, 2012.","""National: Anarchists claim responsibility as attacks on railway cause chaos,"" The Guardian, May 26, 2012.",,START Primary Collection,1,1,1,1,
108135,201205250020,2012,5,24,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Newry,54.183052,-6.341387999999999,1.0,0,,"05/24/2012: An explosive device was discovered on Camlough Road in Newry city, Newry and Mourne district, Northern Ireland, United Kingdom. There were no reported casualties, as bomb disposal experts safely detonated the device. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Controlled blast on suspect device; news in brief,"" Belfast Telegraph, May 25, 2012.",,,START Primary Collection,-9,-9,1,1,
108177,201205270020,2012,5,27,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Randalstown,54.74684,-6.32275,1.0,0,,"05/27/2012: Assailants threw two petrol bombs at the New Street church in Randalstown town, Antrim district, Northern Ireland, United Kingdom. The bombs damaged two of the church's doors. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,New Street Church,Church,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Two Molotov cocktails were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Two doors of the church were damaged in the incident.,0.0,,,,,,,,,,,,,,,,,"""Arson attack on church entrance; news in brief,"" Belfast Telegraph, May 30, 2012.",,,START Primary Collection,-9,-9,1,1,
108225,201205290018,2012,5,28,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Dungannon,54.50853000000001,-6.763131,1.0,0,,"05/28/2012: Seven explosive devices were discovered by police in a car in Dungannon town, Tyrone district, Northern Ireland, United Kingdom. Police officers defused the explosives and arrested the two occupants of the car. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,2.0,2.0,0.0,,,,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,Seven pipe bombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""'Viable' pipe bombs defused,"" The Irish News, May 30, 2012.","""Pipe-bombs dealt with by Army;  news in brief,"" Belfast Telegraph, May 30, 2012.","""'Viable' pipe   bombs defused,"" The Irish News, May 30, 2012.",START Primary Collection,-9,-9,1,1,
108306,201206020002,2012,6,2,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.011562,-7.3120449999999995,1.0,0,The incident occurred near Rathmore Park,"06/02/2012: Assailants threw an explosive device at police carrying out house searches in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. There were no reported casualties in the blast; however, a police vehicle was badly damaged. Republican Action Against Drugs (RAAD) claimed responsibility for the incident, stating that the police were targeting and victimizing republican people and areas.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Police Car,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Republican Action Against Drugs (RAAD),,,,,,"The Republican Action Against Drugs (RAAD) claimed responsibility for the attack, stating that it was in response to an increase in attacks on members of the group and their families by security forces.",0.0,,,0,-99.0,0.0,1.0,8.0,Personal claim,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A police vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""PSNI bomb attack is claimed by vigilantes,"" Belfast Telegraph, June 5, 2012.","""Bomb thrown at Derry police as city prepares for Olympic torch relay,"" Guardian.co.uk, June 3, 2012.","""Derry police come under bomb attack,"" Sunday Life, June 3, 2012.",START Primary Collection,0,0,1,1,
108328,201206020030,2012,6,2,,0,,603,United Kingdom,8,Western Europe,England,Middlesbrough,54.520472999999996,-1.207524,1.0,0,The incident occurred in The Pastures area of Coulby Newham.,"06/02/2012: Assailants set fire to the vehicle of John Cole at his residence in The Pastures area of Coulby Newham neighborhood, Middlesbrough, England, United Kingdom. Cole, a local councilor, was not harmed as there were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Government of Coulby Newham,Vehicle of Councilor: John Cole,216.0,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, Middlesbrough Mayor Ray Mallon described the incident as an ""assault on democracy.""",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Councillor's car sixth to be torched; offer of cctv after latest arson incident,"" Evening Gazette, March 27, 2017.","""Middlesbrough councillor Geoff Cole blasts ""cowardly"" arsonists"","" Gazette Live, May 13, 2013.",,START Primary Collection,-9,-9,1,1,
108403,201206050034,2012,6,5,,0,,603,United Kingdom,8,Western Europe,England,Middlesbrough,54.556945999999996,-1.253773,1.0,0,"The incident occurred on Linthorpe Road, in the Linthrope neighborhood.","06/05/2012: Assailants set fire to the vehicle of Bob Kerr at his residence on Thornfield Road in Linthorpe neighborhood, Middlesbrough, England, United Kingdom. Kerr, a local councilor, was not harmed as there were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Government of Linthorpe,Vehicle of Councilor: Bob Kerr,216.0,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, Middlesbrough Mayor Ray Mallon described the incident as an ""assault on democracy.""",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Councillor's car sixth to be torched; offer of cctv after latest arson incident,"" Evening Gazette, March 27, 2017.","""Middlesbrough councillor Geoff Cole blasts ""cowardly"" arsonists"","" Gazette Live, May 13, 2013.",,START Primary Collection,-9,-9,1,1,
108409,201206060005,2012,6,6,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Ballyskeagh,54.53386,-6.0056,1.0,1,The incident occurred in the Whin Park area in the Southwest outskirts of Belfast.,"06/06/2012: Assailants threw a hand grenade at police officers responding to an emergency call in Ballyskeagh town, Lisburn district, Northern Ireland, United Kingdom. There were no reported casualties in the explosion, although at least two cars were damaged. Oglaigh na hEireann claimed responsibility in for the incident, stating that there would be more to follow.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officers,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Oglaigh na hEireann,,,,,,,0.0,,,0,-99.0,0.0,1.0,4.0,E-mail,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Two vehicles were damaged in the attack.,0.0,,,,,,,,,,,,,,,,,"""Stolen   grenade   used in   attack,"" Sunday Life, June 10, 2012.","""ONH tried to murder police officers,"" The Irish News, June 8, 2012.","""OFFICERS   'LURED INTO' GRENADE   TERROR ATTACK  ;  DISSIDENTS BLAMED,"" The Mirror, June 7, 2012.",START Primary Collection,0,0,1,1,
108438,201206070001,2012,6,7,,0,,603,United Kingdom,8,Western Europe,Scotland,Craigie,56.474093,-2.92495,1.0,0,Scotland,"06/07/2012: An explosive device detonated in a tenement building in Craigie neighborhood, Dundee city, Scotland, United Kingdom. There were no reported casualties resulting from the blast, although the building was damaged. No group claimed responsibility for the incident; however, one suspect was taken into custody in connection with the bombing.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Tenement Building,216.0,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,A crude explosive device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Windows and doors of a building were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Man held over tenement blast,"" Daily Star, June 11, 2012.","""MAN HELD OVER TENEMENT CLOSE BLAST,"" Press Association Newswire - Scotland, June 10, 2012.","""Bomber   hunted after tenement   explosion,"" The Scotsman, June 9, 2012.",START Primary Collection,-9,-9,1,1,
108585,201206110045,2012,6,11,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Lisburn,54.515693999999996,-6.055724,1.0,0,,"06/11/2012: Assailants threw a hand grenade at police in Dunmurry town, Lisburn district, Northern Ireland, United Kingdom. There were no reported injuries or damages in the blast. Oglaigh na hEireann claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Vehicle,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Oglaigh na hEireann,,,,,,,0.0,,,0,-99.0,0.0,1.0,2.0,Call (post-incident),,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""We threw grenade at police, claim dissidents,"" Belfast Telegraph, June 12, 2012.","""Loud bang' was grenade   attack   on   police   claim dissidents,"" Ulster Star, June 12, 2012.","""'Big bang' theory probed,"" The Irish News, June 12, 2012.",START Primary Collection,0,0,1,1,
108822,201206210009,2012,6,21,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.011562,-7.3120449999999995,1.0,0,The incident occurred in the Waterside area of the city.,"06/21/2012: A pipe bomb was discovered and defused in the Waterside neighborhood, Londondery city, Londonderry district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Homes evacuated as pipe bomb made safe in Derry,"" RTE.ie, June 22, 2012.",,,START Primary Collection,-9,-9,1,1,
